ADJ	NN	context	final_attribute	final_semclass	Status
tot	Pilot	Steve Connors und Chris Manning konstatieren , dass der Tote die gleichen Merkmale wie der tote Pilot aufweist .	Zustand	Mensch	free
tot	Polizist	Das KVM-Team kam um 9:55 Uhr in Rogovo an , wo es den mit einer Decke bedeckten Körper eines toten Polizisten im hinteren Bereich eines Wagens sah .	Zustand	Mensch	free
tot	Prinzessin	Eines Tages reitet ein Königssohn vorüber und verliebt sich in die scheinbar tote Prinzessin .	Zustand	Mensch	free
tot	Ratte	Fraßköder , neben denen tote Ratten liegen , werden von Artgenossen in der Regel nicht mehr angenommen .	Zustand	Tier	free
tot	Rennen	Wenn zwei oder mehr Pferde gleichzeitig die Ziellinie erreichen , spricht man von einem toten Rennen .	term	term	term
tot	Rind	Schätzungen gehen von bis zu 100.000 toten Rindern pro Jahr aus , die auf Bisse des Gemeinen Vampirs zurückzuführen sind , was auch einen enormen wirtschaftlichen Schaden darstellt .	Zustand	Tier	free
tot	Robbe	Das stäbchenförmige Bakterium " Atopobacter " und die kokkenförmige Gattung " Catellicoccus " wurden von toten Robben isoliert .	Zustand	Tier	free
tot	Säugling	Es handelt sich dabei um den Erbauer der Kirche , seinen Sohn , seine Mutter und seine Schwiegertochter mit ihrem toten Säugling .	Zustand	Mensch	free
tot	Schaf	Mitunter wird von extremen Verlusten , die immer größer werden , gesprochen ( einmal von 2000 toten Schafen in einer Nacht ) .	Zustand	Tier	free
tot	Schwan	Die Massenmedien machten aus jedem toten Schwan , der gefunden wurde , eine Schlagzeile .	Zustand	Tier	free
tot	Schwein	Der Richter liegt mit einer Halsfessel in einem Bottich , in den nach und nach zerhäckselte tote Schweine gespült werden , so dass er zu ertrinken droht .	context	context	context
tot	Schwester	David , der Sohn der Familie Carver , ist in der Lage Kontakt zu seiner toten Schwester aufzunehmen , die für ihn als eine Art Sprachrohr Gottes fungiert .	Zustand	Mensch	free
tot	Seehund	Das große Seehundsterben 1988 stellte für die Station eine große Bewährungsprobe dar : 68 schwerkranke Seehunde wurden eingeliefert und 1123 tote Seehunde mussten entsorgt werden .	Zustand	Tier	free
tot	Seele	Die Täter sind zu Lebzeiten schon tote Seelen , und schuldig , tot , richtig .	Zustand	Mensch	free
tot	Seeleute	Der Historiker Gerald Graham zählt rund 150 tote Seeleute hinzu , die in den Berichten der Armee nicht erwähnt worden waren .	Zustand	Gruppe	free
tot	Seevogel	Die unmittelbar sichtbaren Schäden in der Tierwelt waren zunächst noch gering : 300 tote Seevögel , drei tote Seeotter und einige Kilometer verseuchter Strand in der Skan-Bucht .	Zustand	Tier	free
tot	Sohn	In der Mittelnische des hölzernen Aufbaus steht eine Figur der schmerzhaften Mutter mit ihrem toten Sohn .	Zustand	Mensch	free
tot	Soldat	Als nach der deutschen Niederlage am 11. November 1918 der Waffenstillstand unterschrieben wurde , hatte Lampertheim 331 tote Soldaten zu beklagt , während der Krieg insgesamt rund 17 Millionen Menschenopfer kostete . 	Zustand	Mensch	free
tot	Sprache	Von Sprechern und Wissenschaftlern abgesehen , wird Aramäisch oft fälschlich den toten Sprachen zugeordnet oder ist Menschen außerhalb dieser Kreise völlig unbekannt .	Zustand	Kommunikation	collocation
tot	Stadt	Die enge Beziehung von Jereruk zu den frühchristlichen syrischen Kirchen , die vor allem im Bereich der Toten Städte lagen , bemerkte als erster Nikolai Marr .	Zustand	Ort	collocation
tot	Taube	Lothar fängt eine Brieftaube und entnimmt ihr einen Zettel , später sucht er bei einer toten Taube vergebens nach einer Botschaft .	Zustand	Tier	free
tot	Taucher	Doch als sie am Alatsee einen vermeintlich toten Taucher finden , sieht sich der Kommissar in der Pflicht auch am Sonntag zu arbeiten .	Zustand	Mensch	free
tot	Terrorist	Die Innenminister warnen währenddessen erstmals seit November 2009 wieder vor  einer neuen Qualität rechter Gewalt  , die von den beiden toten Terroristen ausgehen könnte	Zustand	Mensch	free
tot	Tier	Das Luder bezeichnet in der Jägersprache ein totes Tier , das zum Anlocken von Raubtieren verwendet wird .	Zustand	Tier	free
tot	Tochter	Erst als sie das dritte Kreuz nahm und über ihre tote Tochter hielt , kehrte diese augenblicklich ins Leben zurück .	Zustand	Mensch	free
tot	Vater	Eines Tages sieht Tim seinen vermeintlich toten Vater in einer Reportage über Loch Ness und das sagenumwobene Wesen Nessie .	Zustand	Mensch	free
tot	Verwandte	Sie hört läuten und findet die Kirche voll toter Verwandter , auch ihr Platz ist besetzt .	Zustand	Mensch	free
tot	Vogel	Ihre Mutter ist eine kleptomanische Alkoholikerin , ihr Vater arbeitet in einer Teebeutelfabrik und beschäftigt sich in seiner Freizeit mit der Präparierung toter Vögel .	Zustand	Tier	free
tot	Wal	Im Gehirn eines der toten Wale entdecken Wissenschaftler die Reste einer gallertartigen Substanz , welche jedoch schnell zerfällt .	Zustand	Tier	free
tot	Wald	Dabei entdeckt er den  toten Wald  , ein merkwürdiges Artefakt aus der Vergangenheit .	Zustand	Ort	free
tot	Wildvogel	In den Wochen zuvor waren wiederholt tote Wildvögel untersucht worden , ohne dass H5N1 bei ihnen festgestellt wurde .	Zustand	Tier	free
tot	Winkel	Wie groß mein toter Winkel ist sollte ich als Fahrzeuglenker wissen , wie lange ein durchschnittlicher Fußgänger braucht , um diesen zu Durchschreiten lässt sich abschätzen .	term	term	term
tot	Zivilist	Bei einer Gesamtzahl von 108 toten Zivilisten , von denen viele bei direkten Kriegshandlungen ums Leben kamen , dürfte es sich um eine relativ niedrige zweistellige Zahl handeln .	Zustand	Mensch	free
tot	Zone	Während die Reichweite der Bodenwelle in einer Größenordnung von 100 km liegt , überspringt die Raumwelle mehrere 1000 km und dominiert somit die Ausdehnung der Toten Zone .	term	term	term
wild	Sturm	Der stilisierte Tod bläst begeistert ins Horn und man sieht , wie , wabernden Geisterschatten gleich , die Soldaten in wildem Sturm über Felder und Hügel jagen .	Beschreibung	Geschehen	collocation
wild	Affe	Shōdoshima ist auch für seine Oliven , Sojasoße , Strände und wilden Affen bekannt .	Naturbelassenheit	Tier	free
wild	Artgenosse	Diese halbwilden Kraniche tolerieren in größerem Maße als ihre wilden Artgenossen die Anwesenheit von Menschen , was das Ziel dieser Maßnahme ist .	Naturbelassenheit	Mensch	free
zäh	Suche	Nach zäher Suche finden sie ihn und berauben ihn , um ihm seinerseits das Gefühl des Beraubtseins zu vermitteln , all seiner Kleidung und damit sämtlicher Überlebenschancen .	Beschreibung	Geschehen	collocation
zäh	Flüßigkeit	Durch den Zusatz von wässriger Natronlauge entstand eine zähe Flüssigkeit , genannt " Viskose " , die in die Spinnabteilung gelangte .	Konsistenz	Substanz	free
wild	Bestie	Sie werden von wilden Bestien und mutierten Menschen angegriffen , die eine mysteriöse und tödliche Krankheit in sich tragen .	Naturbelassenheit	Tier	free
wild	Biene	Sie soll ihren Namen von dort ansässigen wilden Bienen haben , die in den Felsklüften ihre Stöcke hatten .	Naturbelassenheit	Tier	free
wild	Blume	Das war , und ist noch , eine Festzeit für wilde Blumen ; ganze Meere von ihnen stehen an den Wegen durch die Wälder , säumen die Ränder der Bäche , wachsen an all den alten Zäunen entlang	Naturbelassenheit	Pflanze	free
wild	Denken	Keinesfalls sei unsere Kultur geistig-kognitiv überlegen , sondern beides seien Varianten jener gleichartigen Verfahrensweisen , für welche er den Begriff  wildes Denken  als Kennzeichnung einführte .	term	term	term
wild	Durcheinander	Im folgenden aufgeregten Chor antworten die Jünger in einem wilden Durcheinander elf Mal mit der Frage : " Herr , bin ich's , bin ich's ? "	Intensität	Attribut	collocation
wild	Eber	Als Opfertiere wurden Kühe , Schweine , Ziegen , Schafe und wilde Eber genutzt .	Naturbelassenheit	Tier	free
wild	Ehe	Als die Markgräfin erfährt , dass man in Neubronn in wilder Ehe zusammenlebt , erregt das ihr Interesse .	Gültigkeit	Relation	collocation
wild	Elefant	Manchmal gelangten beim Fang wilder Elefanten auch die äußerst seltenen weißen Elefanten in den Kraal .	Naturbelassenheit	Tier	free
wild	Entschlossenheit	Massu , Trinquier und die Fallschirmjäger der 10. Division machten sich mit wilder Entschlossenheit an ihre Aufgabe , die FLN auszumerzen .	Emotion	Kognition	collocation
wild	Erdbeere	Im Jahre 1966 produzierte der Bayerische Rundfunk zusammen mit dem Südwestrundfunk und dem Österreichischen Rundfunk unter der Regie von Rudolf Noelte " Wilde Erdbeeren " als 91-minütiges Hörspiel .	Eigenname	Eigenname	Eigenname
karg	Szenerie	Zudem halte sich die einfallsarme Inszenierung zu stark an Genrekonventionen und die karge Szenerie sehe zu reduziert und unspezifisch aus .	Beschreibung	Artefakt	collocation
wild	Tanz	Billy ist wütend über diese Entscheidung und reagiert sich in einem wilden Tanz ab , während es wieder zu Zusammenstößen zwischen Polizei und Streikenden kommt .	Art&Weise	Geschehen	collocation
hart	Tatsache	Wir müssen uns auf den Boden der harten Tatsachen stellen , d. h. ganz klein , mit innerem Anstand und Wahrhaftigkeit von neuem anfangen . [ ... ]	Beschreibung	Kognition	collocation
wild	Fluß	Hier windet sich auch der Fluss Tara , einer der letzten wilden Flüsse in Europa , durch einen Canyon , der zu den größten Schluchten Europas zählt .	Naturbelassenheit	Ort	collocation
wild	Garten	Jägers Zielvorstellung war die Schaffung eines " Wilden Garten " , darunter verstand er eine Parkanlage ,	Naturbelassenheit	Ort	free
wild	Gedanke	Seinen Durchbruch schaffte er mit dem Film " Dangerous Minds - Wilde Gedanken " , in dem er " Emilio Ramirez " spielte .	Eigenname	Eigenname	Eigenname
wild	Gerücht	Zumal wir immer versuchen , nicht jedem wilden Gerücht hinterher zu hecheln , sondern sie zusammenzufassen und zu bewerten .	Intensität	Kommunikation	collocation
wild	Geschrei	Unterstützung erhält er von seinen schaurigen " Hexen " mit ihrem wilden Geschrei und fuchtelnden Besen .	Emotion	Kommunikation	collocation
stark	Hand	Paradoxerweise braucht es eine starke Hand und einen starken Führer für diese unselbstständige Art Mensch .	übertragen	übertragen	übertragen
blind	Terror	Eines muß ganz klar sein : Nichts , aber auch gar nichts kann als Rechtfertigung dieses blinden Terrors und der Gewalt gegen Menschen und Ideen vorgebracht werden .	Beschreibung	Attribut	collocation
knapp	Text	Der knappe Text endet abrupt mit der Leugnung : " Ei , das ist nicht wahr . "	Beschreibung	Kommunikation	collocation
steil	These	Überhaupt würde ich gern mal die steile These aufstellen , wonach die Verlagsindustrie aus einem spezifischen Grund entstanden ist : sie wollte das Mittelmaß verkaufen .	Beschreibung	Kommunikation	collocation
wild	Hund	Zwar fressen wilde Hunde auch Katzen , inwieweit das die Population aber beeinflusst , ist unbekannt .	Naturbelassenheit	Tier	free
wild	Jagd	Hier ist die Wilde Jagd seit dem 11. Jahrhundert bezeugt , was entweder auf englische oder normannische Einflüsse zurückzuführen ist .	Eigenname	Eigenname	Eigenname
stürmisch	Liebhaber	Armstrong erweist sich als stürmischer Liebhaber und zeigt gegenüber Liane genau das Interesse , das diese an ihrem Ehemann zuletzt so schmerzlich vermisst hat .	Charakter	Mensch	collocation
hart	Wettbewerb	Ab 1970 wurde mit neuerlichen Investitionen die Spinnerei mit modernen und produktiveren Maschinen ausgerüstet , um im harten Wettbewerb existieren zu können .	Intensität	Geschehen	collocation
sanft	Tod	Sie stirbt stellvertretend für ihren Gatten den mühelosen und sanften Tod ; es ist ein sogenannter Akt der Liebe , da diese über den Tod hinaus stark genug ist .	Beschreibung	natPhaenomen	collocation
wild	Katze	2003 kam Harper Collins auf Victoria Holmes zu und bat sie , eine Fantasyserie über wilde Katzen zu schreiben .	Naturbelassenheit	Tier	free
wild	Kerl	Bekannt wurde er in der Rolle des Max in der " Verfilmung " des gleichnamigen Buches " Wo die wilden Kerle wohnen " von Maurice Sendak .	Eigenname	Eigenname	Eigenname
wild	Kreatur	Der wortkarge Fremde , der sich binnen weniger Minuten in eine wilde Kreatur verwandelt , macht dann Jagd auf Claudine , der es jedoch gelingt , den Zug zum Stillstand zu bringen und vor dem mysteriösen Mann zu fliehen . 	Naturbelassenheit	Tops	free
wild	Küste	An der wilden Küste Irlands sollen die Erben von den Fähigkeiten der Lycana , den mächtigen Gestaltwandlern , lernen .	Naturbelassenheit	Ort	collocation
wild	Landschaft	Er wurde 1862 von dem Dichter Aasmund Olavsson Vinje geprägt , inspiriert durch die nordische Mythologie ( siehe auch Jötunheim ) und die wilde Landschaft der Gegend .	Naturbelassenheit	Ort	free
wild	Leben	Mehr Bio geht nicht Ein freies , wildes Leben in Wäldern und Wiesen und ein schneller Tod fern aller Schlachthöfe - fast möchte man fürs Wildschweinsein optieren .	Naturbelassenheit	Motiv	collocation
rau	Ton	Räume im Netz strahlen Unbehagen aus und mindern Diversität , haben sich erst mal ein rauer Ton und schroffe Umgangsformen durchgesetzt .	Beschreibung	Kognition	collocation
zäh	Leder	Der Schneider schiebt mit der Fingerhutspitze gegen die Nähnadel durch das Nähgut ; mit dem seitlichen Fingerdruck des Pelznähers lässt sich jedoch mehr Kraft erzeugen , um auch durch kräftige oder zähe Leder die Nadel möglichst gut hindurch zu bekommen .	Konsistenz	Substanz	collocation
wild	Mann	1753 fand von Übigau bis zum Wilden Mann eine große Truppenparade des sächsischen Heeres statt .	Eigenname	Eigenname	Eigenname
wild	Mischung	Das erste Album " Monk Punk " erschien 1991 , eine wilde Mischung aus Punk , Heavy Metal und Funk .	Intensität	Form	collocation
wild	Mix	2011 erschien ihr gemeinsames Debütalbum " Brot für die Szene " , das einen wilden Mix aus HipHop , Funk , Reggae und experimentellen Elementen bietet .	Intensität	Gruppe	collocation
wild	Müllkippe	Über längere Zeit liegengebliebener Abfall verleitet viele Menschen dazu , weiteren Abfall an derselben Stelle abzuladen , sodass aus kleinen Abfallhaufen oft in kurzer Zeit wilde Müllkippen entstehen .	Gültigkeit	Ort	collocation
wild	Mustang	Der wilde Mustang existiert jedoch tatsächlich und verändert das Leben der beiden Mädchen für immer , denn einige skrupellose Tierfänger haben es ausgerechnet auf ihn abgesehen .	Naturbelassenheit	Tier	free
hart	Widerstand	Seine Pläne zur Rekonstruktion und Wiederausstattung nach der französischen Revolution stießen jedoch auf den härtesten Widerstand seitens der Nationalversammlung .	Intensität	Relation	collocation
wild	Natur	Eleganz und Komfort in wilder Natur mit Felstürmen , Granitskulpturen , Sandstränden und idyllischen Buchten , welche zu Fuss erreichbar sind .	Naturbelassenheit	Ort	free
wild	Orchidee	Dipolog ist bekannt für seine wilden Orchideen und für seine Sardinenindustrie , die sich aufgrund der reichen Fischgründe vor ihrer Küsten entwickeln konnte .	Naturbelassenheit	Pflanze	free
scharf	Ton	In scharfem Ton kritisierte er den vermeintlich tief verankerten Einfluss der französischen Lexik auf die deutsche Sprache .	Beschreibung	Kognition	collocation
wild	Osten	Schade , dass so ein großartiger Komiker und Entertainer in den wilden Osten zieht .	Beiwort	Ort	collocation
wild	Parken	Die Verkehrssituation ist bei gut besuchten Spielen jedoch sehr angespannt und sorgt bei den umliegenden Firmen sowie in den Wohngebieten für wildes Parken .	Gültigkeit	Geschehen	collocation
zart	Ton	Und doch hat Deborah Feldman auch zarte Töne für ihre Herkunftswelt , dann scheint etwas von der spirituellen Kraft und der talmudischen Gelehrsamkeit ihrer Großeltern auf . "	Beschreibung	Kognition	collocation
wild	Pferd	Call , Gideon Walker , Isom Pickett sowie einige Mexikaner reisen dorthin und treiben eine Herde wilder Pferde .	Naturbelassenheit	Tier	free
frech	Kerl	etwa frecher Kerl ) erhielt , gab am 4. Januar 1947 gegen West Bromwich Albion sein Profidebüt in der zweithöchsten englischen Spielklasse und etablierte sich in den folgenden zwölf Monaten in der 1. Mannschaft , nach dem Wechsel von Johnny Jordan nach Italien nahm er dessen Position ein .	Charakter	Mensch	free
frech	Moderator	Erstmals machte Kinnear 1991 im Fernsehen auf sich aufmerksam , als er in der Unterhaltungssendung " Talk Soup " als frecher Moderator Clips aus anderen TV-Shows kommentierte .	Charakter	Mensch	free
wild	Geselle	Zwei wilde Gesellen schleppten den Greis zum See und ertränkten ihn . 	Charakter	Mensch	collocation
wild	Ritt	Diese Kurzstücke sind ziemlich wilde Ritte : Sie sind bläseruntypisch komponiert , weil sie den Spielern keinen Platz zum Anblasen und Luftholen lassen ...	übertragen	übertragen	übertragen
wild	Rose	Es ist umgeben von wilden Rosen , die es überwuchern und vor dem dunklen Gebäude besonders eindrucksvoll ihre Blütenpracht zeigen können .	Naturbelassenheit	Pflanze	free
rund	Ton	Sein Violinspiel bestach durch einen großen sonoren , aber dennoch runden Ton , mit meisterlicher Beherrschung der Technik .	Beschreibung	natPhaenomen	collocation
rau	Tonfall	Später wurde Lessings rauer Tonfall dessen Trauer über den Verlust der Ehefrau und des gemeinsamen Kindes zugeschrieben .	Beschreibung	Kommunikation	collocation
wild	Schlucht	In dem zu einer wilden Schlucht vertieften Steinbruch sollte schließlich ein romantischer Wasserfall unter einer Zugbrücke in die Leine hinab stürzen .	Naturbelassenheit	Ort	collocation
wild	Schönheit	Auf deinem Weg zur Bergruine holst du das ungewöhnliche Schmuckstück beim Prinzen ab und ziehst damit eine der wilden Schönheiten aus dem Wasser .	Naturbelassenheit	Mensch	collocation
wild	Schrei	Die Songs seien " oft nur Sekunden andauernde Explosionen wilder Blastbeats , grollender Riffs und wilder Schreie " .	Emotion	Kommunikation	collocation
sanft	Tonfall	Kurzum : Klartext war eine halbe Stunde der auch starken Worte im sanften Tonfall .	Beschreibung	Kommunikation	collocation
frei	Training	Zeitweilig war es dem Testfahrer des Teams gestattet , am freien Training mit dem T-Car teilzunehmen .	Beschreibung	Geschehen	collocation
scharf	Linkskurve	Nach der sehr scharfen Linkskurve sollte die Kehrtwende nach Westen möglicherweise zu BN führen , welches das Flugzeug bereits passiert hatte .	Zeit	Artefakt	collocation
wild	Siedlung	In Köln , wo während der Weltwirtschaftskrise zahlreiche  wilde Siedlungen  häufig in Gestalt von Wohnwagenstellplätzen entstanden waren , schlug 1929 die Polizei einen Zigeunersammelplatz vor .	Gültigkeit	Artefakt	collocation
wild	Spekulation	Das Resultat ist das , was bei der TGV-Entgleisung Ende November passiert ist : wilde Spekulationen und alle paar Stunden neue Theorien .	Intensität	Kommunikation	collocation
scharf	Rückgang	Der Umsatz beschrieb mit einem steilen Anstieg und einem scharfen Rückgang im Folgejahr eine Achterbahn aufgrund steigender Importe und geringer Nachfrage .	Zeit	Menge	collocation
wild	Stamm	Er gilt als Schutzgott der Schifffahrt und der Kolonisation , dem die Bezähmung der wilden Stämme an fernen Küsten , die Gründung der phönizischen Tochterstädte , die Einführung von Ordnung und Gesetz unter den Menschen zugeschrieben wird .	Naturbelassenheit	Gruppe	free
wild	Stier	In einem spektakulären Schaukampf besiegt er am Ende im Amphitheater Roms einen gewaltigen , wilden Stier und läutet damit das Ende Neros , verkörpert von Peter Ustinov , ein . 	Naturbelassenheit	Tier	free
scharf	Schnitt	Die Geschichte macht einen scharfen Schnitt und setzt sich an einem Zeitpunkt Monate später fort .	Zeit	Geschehen	collocation
zäh	Masse	Die zähe Masse wird anschließend in ein flaches Gefäß gegossen und nach dem Erkalten in meist viereckige Stücke geschnitten .	Konsistenz	Substanz	free
wild	Süden	Unter dem Eindruck der borbaradianischen Invasion in Tobrien ( die Ende 1018 bis Anfang 1020 mit Umtrieben im Wilden Süden , darunter vor allem der Entfesselung der Roten Keuche , auch im Horasreich ihre Schatten voraus geworfen hatte ) wurde im Ingerimm 1020 BF der Frieden von Weidleth mit dem Mittelreich geschlossen .	term	term	term
dunkel	Gestalt	In der nächsten Vollmondnacht schießt der Jäger , der mit dem Betrauen der Schafe beauftragt ist , auf eine kleine dunkle Gestalt , die knurrt und heult .	Helligkeit	Tier	free
wild	Tier	Kiriku und die wilden Tiere ist ein französischer Zeichentrickfilm von Bénédicte Galup und Michel Ocelot aus dem Jahr 2005 .	Naturbelassenheit	Tier	free
wild	Tiger	Im Gebiet des heutigen Landkreises Nong Suea gab es früher einen Teich , der oft von wilden Tigern besucht wurde , die in den Bergen der Nachbarprovinzen Saraburi und Nakhon Nayok lebten . 	Naturbelassenheit	Tier	free
mächtig	Tier	Dieser fatale Vertragstext führte dazu , dass weiße Abenteurer , Siedler und kriminelle Elemente erbarmungslos Jagd auf die mächtigen Tiere machten , die die Lebensgrundlage der Indianer bildeten .	Dimension	Tier	collocation
rund	Ei	Die Weibchen legen 4- bis 6-mal im Jahr zwei hartschalige , fast runde Eier ab , die einen Durchmesser von 9 bis 10 mm haben .	Form	Tier	free
hart	Training	Nach konsequentem Aufbau und hartem Training gelangen dem talentierten Sportler 1956 erste Erfolge auf nationaler Ebene .	Beschreibung	Geschehen	collocation
wild	Verschwörungstheorie	Aber einfach nur ein bisschen rumposaunen , wilde Verschwörungstheorien auspacken , das geht besser ... Manchmal schäme ich mich , eine Frau zu sein .	Intensität	Kognition	collocation
leicht	Training	Im August begann er erneut mit leichtem Training und unterzog sich erneut einer Untersuchung seines Herzens , dieses Mal bei schwedischen Spezialisten .	Beschreibung	Geschehen	collocation
wild	Wald	Die Geschichte beginnt mit dem Satz " In Deutschland in einem wilden Wald , zwischen Gelnhausen und Hanau , lebte ein ehrenfester bejahrter Mann [ ... ] " .	Naturbelassenheit	Ort	free
wild	Wasser	Das Holztriften und das Eingreifen bei Verklausungen in dem reißenden und wilden Wasser war eine sehr gefährliche Arbeit .	Bewegung	Ort	collocation
wild	Jäger	Dieses Motiv des wilden Jägers wird bei der Erklärung der als " Hundsköpfe " bezeichneten Felsformation auf der Juhöhe ( s .	Charakter	Mensch	collocation
wild	Wein	Der Hauseingang mit rundbogigen Sandsteingewändern und Oberlicht befindet sich an der westlichen Giebelseite und wird wie die gesamte Fassade von wildem Wein umrankt .	Naturbelassenheit	Pflanze	free
wild	Wolf	Gestalt und Wesen des Roggenwolfes werden durch die Namensformen großer Wolf , wilder Wolf und böser Wolf weiter verdeutlicht .	Naturbelassenheit	Tier	free
wild	Wut	Die Darstellung ist nuancenreich , nuanciert auf die schärfste Beobachtung , Bewegungen , Gefühlsmomente werden durch kleine Bewegungen der Hände , des Mundes , des ganzen Körpers ausgedrückt , man spürt , bei den Ausbrüchen wilder Wut das Tierische , das in Ombraden steckt , und das Gegenstück hierzu , die Gutmütigkeit in den Szenen , in denen er die weinende Musette tröstet und versucht , ihr zu gefallen . "	Intensität	Gefuehl	collocation
wild	Traum	Seinem Verleger erklärte Sibelius den Titel so : " Da dehnen sich des Nordlands düstre Wälder , / Uralt , geheimnisvoll in wilden Träumen , / In ihnen wohnt des Waldes mächt'ge Gott , / Waldgeister weben heimlich in dem Dunkel . "	Beschreibung	Kognition	collocation
wild	Treiben	Es erscheint die Küsterin , Ziehmutter Jenůfas und dominierende Persönlichkeit des Dorflebens , und bereitet dem wilden Treiben ein Ende .	Beschreibung	Geschehen	collocation
windig	Anbieter	M. E. sollte die E-Control sich eher darum bemühen MEHR Transparenz zu schaffen und nicht den windigen Anbietern noch eine Plattform bieten .	Gewissheit	Gruppe	collocation
windig	Angelegenheit	Bei der pegida D hatte ich das Gefühl , dass hier Sponsoren aus dem Ausland das Ziel verfolgten die deutsche Gesellschaft zu spalten , sehr windige Angelegenheit das ganze .	Gewissheit	Geschehen	collocation
windig	Anwalt	Allerdings gelingt es ihrer Zielperson sich zunächst erfolgreich einer Verhaftung zu entziehen , dank eines engagierten und windigen Anwalts : Ken Chan .	Gewissheit	Mensch	collocation
windig	Argument	Tal Adlers Projekt sollte sich dem Umgang der TirolerInnen mit der NS-Vergangenheit widmen , auch dieses wurde mit windigen Argumenten zuerst abgelehnt .	Gewissheit	Kommunikation	collocation
windig	Bedingung	Der deutsche Vierer erreichte am Finaltag bei windigen Bedingungen den sechsten Platz mit einer Zeit von 6:16,37.	Klima	Geschehen	free
windig	Berater	, donnert der Imperator und droht dem windigen Berater , bald die Löwen im Zirkus beraten zu können .	Gewissheit	Mensch	collocation
windig	Charakter	Den konservativen Luttrings erscheint Schenius als windiger Charakter , mit dem sie lieber nicht verwandt sein möchten .	Gewissheit	Mensch	collocation
windig	Deal	Dafür verkauft man jetzt diesen windigen Deal als humanitäre Lösung .	Gewissheit	Besitz	collocation
windig	Ecke	Der langgezogene und flache Höhenzug des Kindel erstreckt sich am Südrand des Hainich in Ost-Westrichtung auf einer Länge von etwa sechs Kilometer und gilt als " windige Ecke " .	Klima	Ort	free
windig	Finanzberater	Brock-Larsen , ein ehemaliger Diplomat und einst ein hochangesehene Beamter des Ölministeriums , der mittlerweile als windiger Finanzberater und Geschäftemacher unterwegs ist , ist schon seit einiger Zeit verzweifelt auf der Suche nach diesem hochbrisanten Film .	Gewissheit	Mensch	collocation
windig	Gegend	Der Lake District ist auch eine sehr windige Gegend .	Klima	Ort	free
windig	Geschäft	Durch windige Geschäfte bringt er es fertig , deren Mutter eine enorme Schuld aufzubürden .	Gewissheit	Besitz	collocation
windig	Geschäftemacher	Dabei scheiterte er aber an seinem für die Demokraten kandidierenden Cousin William Henry Barnum , was auch an seinem Ruf als windiger Geschäftemacher gelegen haben könnte .	Gewissheit	Mensch	collocation
windig	Geschäftsleute	Nach dem Sieg gegen Drago und der Rückkehr aus Russland verliert Rocky seine gesamten Habseligkeiten durch windige Geschäftsleute .	Gewissheit	Gruppe	collocation
windig	Geschäftsmann	Der Vater , ein windiger Geschäftsmann mit großen Plänen und geringem Erfolg , versucht immer wieder , den Jungen abzuschieben .	Gewissheit	Mensch	collocation
windig	Geschäftspartner	Es gelingt ihm für eine Weile , Weld von Pats Wettkämpfen fernzuhalten ; bei einer Golf-Meisterschaft erscheinen jedoch Mikes windige Geschäftspartner Spec , Henk und Sam und verlangen , dass Pat den Sieg ihrer Gegnerin überlassen soll .	Gewissheit	Mensch	collocation
windig	Gestalt	Zusammen legen die beiden allerlei windigen Gestalten das Handwerk .	Gewissheit	Mensch	collocation
windig	Händler	Mohsen gibt dem windigen Händler sein ganzes Erspartes und fährt mit dem alten Lieferwagen seines Vaters in Richtung Polen , bleibt aber bei einem Dorf in Ostdeutschland mit dem Fahrzeug liegen .	Gewissheit	Mensch	collocation
windig	Hügel	Abgekürzt bildete sich der Begriff  Windfeln  , der als windiger Hügel oder Höhenrücken gedeutet werden kann .	Klima	Ort	free
windig	Konstruktion	Ich würde mein iPhone nicht auf so einer windigen Konstruktion balancieren wollen .	Gewissheit	Artefakt	collocation
windig	Küste	Fast ebenso häufig ist in der Zeitschrift " Sowjetliteratur " auch über das Werk von Hint geschrieben worden , allein dreimal über " Die windige Küste " ( 5/1955 , S. 215 ; 11/1955 , S. 165 - 171 ; 9/1966 , S. 180 - 182 ) .	Eigenname	Eigenname	Eigenname
windig	Lage	Das über die Hochfläche verteilte Kraftwerk entstand bereits in den 1990er Jahren und nutzt die windige Lage des Standortes .	Klima	Ort	free
windig	Nachmittag	Der Großteil des Niederschlags fällt im Winter und Anfang Frühling , während der Sommer durch äußerst windige Nachmittage und Abendgewitter unterbrochen wird .	Klima	Zeit	free
windig	Nacht	Noch heute höre man in windigen Nächten seinen gellenden Ruf :  Ich bin unschuldig am Blute dieses Gerechten . 	Klima	Zeit	free
windig	Plateau	Die neue Stadt  Kukësi i ri  - der Spatenstich erfolgte im Juli 1968 - entstand auf einem windigen Plateau auf einem Hügelzug zwischen zwei Armen des Sees und hätte ursprünglich bis zu 30.000 Menschen beherbergen sollen .	Klima	Ort	free
windig	Produzent	Das Album fand zunächst keine Beachtung . 900 der 1000 gepressten Exemplare verschwanden gleich mit dem windigen Produzenten Charlie Dreyer .	Gewissheit	Mensch	collocation
windig	Sache	Doch sein Bruder mochte nicht in eine windige Sache investieren , Ed sollte lieber bei ihm in der McCracken-Mine arbeiten und sein Geld verdienen .	Gewissheit	Kognition	collocation
windig	Spekulant	Geschäfte mit windigen Spekulanten führten jedoch zum Verlust seines gesamten Vermögens und seiner wirtschaftlichen Unabhängigkeit .	Gewissheit	Mensch	collocation
